无论如何	foce
处心积虑	eyrm
奇形怪状	gfyu
山穷水尽	jpkb
无依无靠	fefw
抑扬顿挫	aaaa
自得其乐	trdt
不卑不亢	dwdo
空空如也	ppcc
令行禁止	trfn
青红皂白	hvee
死于非命	dfly
一见如故	fkcd
浩如烟海	icui
回味无穷	nlfp
万家灯火	fouu
一臂之力	fbpx
不毛之地	drph
丰衣足食	dony
十万火急	dfuy
痛哭流涕	plii
五体投地	feah
披头散发	assx
自惭形秽	tyfr
牵肠挂肚	gwaw
先声夺人	whgt
一贫如洗	ftci
鬼使神差	weuu
死气沉沉	dqii
亦步亦趋	pnpd
长驱直入	txdr
敬而远之	ssfp
蜻蜓点水	kkmk
万紫千红	fnwv
小巧玲珑	mfgg
废寝忘食	uouy
积重难返	rqbe
整装待发	furx
耸人听闻	ttlp
鱼米之乡	qppv
罪大恶极	mgaf
急转直下	yhda
千钧一发	wtfx
人浮于事	tifa
铜墙铁壁	thtb
千奇百怪	wgdy
耀武扬威	mfad
大义凛然	gosw
两全其美	ftdu
网开一面	kffg
道听途说	ulto
胡言乱语	duro
明哲保身	jaew
容光焕发	pmux
无坚不摧	fnda
一盘散沙	fqsi
不可理喻	dagl
足智多谋	nqro
改朝换代	bdae
杞人忧天	ftyf
自圆其说	tndo
多此一举	rnfi
深谋远虑	iofm
低声下气	ehaq
过关斩将	auhu
天南地北	fdhu
唯唯诺诺	lloo
顶礼膜拜	auwt
同仇敌忾	kery
贤妻良母	ndob
咬文嚼字	lplo
张口结舌	vlvr
孤立无援	vifa
轻举妄动	hius
以逸待劳	xyrs
知人善任	qtue
嗤之以鼻	lpxt
公事公办	tatx
讳莫如深	osci
花天酒地	sfih
饥肠辘辘	rwhh
九霄云外	ydsr
举目无亲	imfi
爱莫能助	esvm
不治之症	dipp
粗心大意	pygi
难解难分	bybt
逢场作戏	eheb
寿终正寝	dvfo
一锤定音	ftoi
包罗万象	wmfy
成家立业	doin
大喜过望	ghau
歌功颂德	aftr
洁身自好	iwtc
眉清目秀	bimr
弄巧成拙	gfda
空中楼阁	plfp
入木三分	rfft
损人利己	atrb
一知半解	fquy
触景生情	yjwy
价值连城	eehh
同流合污	kiyi
弦外之音	vrpi
礼尚往来	unrf
疲于奔命	pfgy
同病相怜	kpfy
言过其实	uado
唇枪舌剑	sfrt
飞黄腾达	vswg
见缝插针	kvat
借题发挥	ejxa
其貌不扬	dyda
歪门邪道	dphu
赤胆忠心	hwly
滴水不漏	ikdi
娇生惯养	cwyu
六亲不认	oido
高抬贵手	oalt
拐弯抹角	apay
决一死战	sfdm
南征北战	drum
石破天惊	ddfy
铁石心肠	tdyw
优柔寡断	ecop
长年累月	tqjw
充耳不闻	oadp
地大物博	hgwd
门庭若市	puso
天旋地转	fohh
得寸进尺	rasb
将心比心	uyry
阴阳怪气	ccyq
目中无人	mlft
生搬硬套	wadg
手无寸铁	tfat
以假乱真	xerd
自作自受	tete
暴跳如雷	jncd
闭关锁国	putn
成竹在胸	dqsw
夸夸其谈	ggdo
气象万千	qyfw
称心如意	ryci
翻箱倒柜	qqef
灰心丧气	sydq
咎由自取	ekta
弱不禁风	vdfq
打抱不平	aadh
浮光掠影	imaj
漫无边际	ifxc
思前想后	jufe
悲天悯人	lfyt
不共戴天	dsdf
愤世嫉俗	yhce
舍近求远	teff
守口如瓶	olcu
相映成趣	fjdd
血气方刚	qqok
百依百顺	dedq
渐入佳境	ireh
姗姗来迟	ccfb
野心勃勃	kydd
能说会道	votu
息事宁人	taot
粗茶淡饭	psir
孤芳自赏	vstn
谨小慎微	omyr
南辕北辙	dhuh
身外之物	wrpw
休戚与共	edss
正大光明	fgmj
半身不遂	uwdu
浓妆艳抹	iuda
苟延残喘	sqdl
寄人篱下	otqa
六神无主	oufo
前因后果	unej
三头六臂	fsob
朝思暮想	djsf
当头一棒	msff
短兵相接	qefa
改邪归正	bhuf
喜新厌旧	hisn
引经据典	vvak
八仙过海	teai
大步流星	gnij
动人心弦	styv
度日如年	ujcq
浑浑噩噩	iigg
内忧外患	kyrl
强词夺理	vogg
人仰马翻	texq
委曲求全	rkft
心直口快	ydly
忙里偷闲	ykep
目空一切	mpfa
所向无敌	irfr
呆若木鸡	lsfb
道貌岸然	uyjw
老生常谈	hwno
劈头盖脸	bsuw
束手就擒	ftoa
隐姓埋名	cchr
多如牛毛	rcwr
里应外合	kury
百战百胜	dmdw
乐不可支	tdad
牵强附会	gvct
杀气腾腾	wqww
善罢甘休	umse
退避三舍	vbft
移花接木	rsaf
鹤立鸡群	yibx
话里有话	okso
左右逢源	ssei
病入膏肓	prou
滥竽充数	iqop
名不副实	rdfo
先见之明	wkpj
虚怀若谷	myst
不学无术	diff
绰绰有余	vvst
老气横秋	hqfr
满城风雨	ihqd
茅塞顿开	soaf
甚嚣尘上	dlmk
老谋深算	hoiq
糖衣炮弹	pouv
腾云驾雾	wsxd
偷梁换柱	eiaf
缩手缩脚	vtvw
雄才大略	sagj
鞭长莫及	gtsv
大动干戈	gshg
假公济私	etir
明争暗斗	jyjs
旁敲侧击	ooea
七情六欲	ayot
添油加醋	iixg
白头偕老	eseh
宾至如归	ohcu
察言观色	ouby
生灵涂炭	wxij
四面楚歌	ngfa
天府之国	fupn
虚无缥缈	mfvv
一命呜呼	fyll
答非所问	qlip
颠沛流离	diip
恨之入骨	yprm
怒发冲冠	cxsy
头重脚轻	sqwh
衣锦还乡	otdv
杂七杂八	yayt
颠三倒四	dfen
回光返照	nmej
居心叵测	bygi
说一不二	ofds
夜郎自大	ootg
一路顺风	fnqq
珠光宝气	gmoq
独具匠心	rmgy
虎头蛇尾	mskb
面如土色	gchy
落井下石	ssad
勉为其难	yodb
目不识丁	mdoa
如雷贯耳	cdba
万籁俱寂	fqeo
无以复加	fxqx
阳春白雪	cged
争风吃醋	yqlg
拔苗助长	asmt
画蛇添足	fkin
醉生梦死	gwfd
苦思冥想	sjyf
大快人心	gyty
诲人不倦	otde
情同手足	yktn
日以继夜	jxvo
铁证如山	tocj
囤积居奇	nrbg
洗耳恭听	iasl
掩耳盗铃	aast
易如反掌	jcen
表里如一	hkcf
登堂入室	bnro
孤苦伶仃	vsee
黑灯瞎火	numu
逆水行舟	ukrq
奇耻大辱	gags
十拿九稳	dyyr
死有余辜	dstd
痛改前非	pbul
掩人耳目	atam
出口成章	xldi
溃不成军	iddy
宁死不屈	oddb
旁征博引	ordv
妻离子散	dpvs
如坐针毡	cttr
左右开弓	ssfv
不修边幅	dexm
痴人说梦	ptof
吹毛求疵	lrfp
打草惊蛇	asyk
花里胡哨	skdl
夸大其词	ggdo
兔死狐悲	ydrl
先斩后奏	wheg
欲盖弥彰	tuvi
不识抬举	doai
冷言冷语	suso
声东击西	haad
引狼入室	vrro
指桑骂槐	ablf
怀才不遇	yadk
奇装异服	gucw
神乎其神	uqdu
十恶不赦	dadh
偷鸡摸狗	ebar
万寿无疆	fdfv
无米之炊	fppu
饮水思源	rkji
只言片语	luto
饥不择食	rday
木已成舟	fbdq
骑虎难下	xmba
物尽其用	wbdt
洗心革面	iygg
遗臭万年	ltfq
原形毕露	sfrd
众叛亲离	tuip
奉公守法	gtoi
甘拜下风	staq
明知故犯	jqdr
打情骂俏	ayle
肝脑涂地	wwih
好事多磨	carp
面黄肌瘦	gswp
小家碧玉	mogg
当头棒喝	msfl
风靡一时	qpfj
气吞山河	qfji
心狠手辣	yrto
背信弃义	ueoo
家徒四壁	ornb
眉来眼去	bfmh
素昧平生	hjhw
无伤大雅	fegh
从善如流	tuci
大慈大悲	gugl
狐假虎威	remd
来日方长	fjot
满腹经纶	iwvv
顺手牵羊	qtgu
吞云吐雾	fsld
后发制人	exwt
喜怒无常	hcfn
成人之美	dtpu
鬼哭狼嚎	wlrl
滚瓜烂熟	iquo
口诛笔伐	loqe
煽风点火	uqmu
事必躬亲	aywi
丝丝入扣	vvra
畏首畏尾	jujb
庸人自扰	utta
附庸风雅	cuqh
过河拆桥	aiaf
红男绿女	vjvc
胡搅蛮缠	dapv
抛砖引玉	advg
皮开肉绽	vfkv
乐极生悲	tfwl
聊以自慰	axtb
巧取豪夺	faog
不可名状	daru
呼天抢地	lfah
唯命是从	lyjt
百发百中	dxdl
大器晚成	gljd
赶尽杀绝	dbwv
囫囵吞枣	nnff
门户之见	pipk
世态炎凉	hgus
恬不知耻	ydqa
为富不仁	oode
闲言碎语	pudo
固若金汤	nswi
临阵脱逃	ncwq
死皮赖脸	dvfw
玩物丧志	gwdh
自顾不暇	tsdj
半路出家	unxo
海誓山盟	iajj
寥若晨星	osjj
泰然处之	gwep
锋芒毕露	tsrd
高朋满座	owiu
狗急跳墙	rynh
既往不咎	xrde
见异思迁	kcjw
金科玉律	wrgr
经年累月	vqjw
犬牙交错	shot
完璧归赵	obud
因祸得福	nuru
引火烧身	vuuw
藏龙卧虎	sdsm
一毛不拔	frda
兵临城下	enha
多事之秋	rapr
飞檐走壁	vfdb
风卷残云	quds
难兄难弟	blbu
拔刀相助	abfm
狼心狗肺	ryrw
品头论足	lson
同室操戈	koag
八面玲珑	tggg
百折不回	dadn
千娇百媚	wcdc
三六九等	foyq
舍本逐末	tfdh
听而不闻	lsdp
外强中干	rvlh
以毒攻毒	xhfh
洞若观火	isbu
虎头虎脑	msmw
请君入瓮	oxrt
如胶似漆	cwei
稳如泰山	rcgj
腥风血雨	wqqd
班门弄斧	gpgt
兵强马壮	evxu
乘人之危	rtpy
急流勇退	yibv
理屈词穷	gbop
自高自大	totg
后生可畏	ewaj
茹毛饮血	srrq
指鹿为马	aiox
老奸巨猾	hcgr
能屈能伸	vbve
妻儿老小	dqhm
望洋兴叹	uiil
井底之蛙	supk
损兵折将	aeau
马首是瞻	xujm
强人所难	vtib
倾国倾城	eneh
兵不厌诈	edso
戴罪立功	dmif
过眼云烟	amsu
过犹不及	ardv
别有洞天	lsif
东施效颦	aoon
离群索居	pxdb
鸣锣开道	ltfu
杀一儆百	wfed
天诛地灭	fohf
貌合神离	yyup
人面兽心	tguy
装疯卖傻	upde
翻云覆雨	qsdd
困兽犹斗	nurs
乐不思蜀	tdjm
巧言令色	futy
屈打成招	bada
寻死觅活	xdei
自不量力	tdjx
自愧不如	tydc
大材小用	gfmt
含沙射影	tiwj
宁缺毋滥	owbi
手到擒来	thaf
顺水人情	qkty
臭味相投	tlfa
得陇望蜀	rcum
地老天荒	hhfs
拈花惹草	asss
九牛一毛	ywfr
黔驴技穷	nxap
大放厥词	goso
略胜一筹	jwfq
弃暗投明	ojaj
形影相吊	fjfl
仪态万方	egfo
百思不解	djdy
卑躬屈膝	wwbw
才疏学浅	avii
放虎归山	omuj
负荆请罪	ysom
旁门左道	opsu
忠言逆耳	luua
爱屋及乌	ebve
一丘之貉	fepy
隔墙有耳	chsa
棋逢对手	febt
唾手可得	ltar
不时之需	djpd
龙争虎斗	dyms
杀人如麻	wtcp
食古不化	ydde
四大皆空	ngrp
望风而逃	uqsq
博闻强记	dpvo
却之不恭	hpds
乳臭未干	ethh
笑里藏刀	qksb
借尸还魂	ebds
死得其所	drdi
管中窥豹	qlpy
聊胜于无	awff
间不容发	pdpx
口蜜腹剑	lowt
龙潭虎穴	dimp
一目十行	fmdr
匹夫之勇	hgpb
上下其手	kadt
沉鱼落雁	iqss
三姑六婆	fcoi
天荒地老	fshh
心宽体胖	yoew
世界大战	hjgm
艰难险阻	bbcc
对酒当歌	bima
大声疾呼	ghpl
大兴安岭	gioj
厄瓜多尔	sqry
有利可图	sran
而立之年	sipq
三从四德	ftnr
老老实实	hhoo
无价之宝	fepo
才华横溢	aefi
不进则退	dskv
整整齐齐	ffpp
举世闻名	ihpr
水土不服	khdw
漏洞百出	iidx
漏网之鱼	ikpq
油然而生	iwsw
螳螂捕蝉	kkak
蝇头小利	ksmr
别来无恙	lffu
置身事外	mwar
迥然不同	kwdk
怦然心动	ywys
祸从口出	utlx
包藏祸心	wsuy
名目繁多	rmqr
危机四伏	yfne
看破红尘	tdvm
接踵而来	ansf
接踵而至	ansh
招架不住	axde
挨家挨户	aoai
年复一年	qqfq
哥伦比亚	aera
知无不言	qfdu
重于泰山	qfgj
称王称霸	rgrd
短小精悍	qmpy
长篇大论	tqgo
普天同庆	ufku
辛辛苦苦	ooss
嬉皮笑脸	cvqw
如痴如醉	cpcg
人去楼空	thfp
舍我其谁	tqdo
永无止境	ofnh
谦虚谨慎	omoy
诚心诚意	oyoi
变化多端	peri
翩翩起舞	iidq
冷若冰霜	sssd
意想不到	ifdh
毫无疑问	ofrp
与此同时	snkj
现实主义	gooo
呼和浩特	lriw
来之不易	fpdj
全力以赴	txxd
自强不息	tvdt
千千万万	wwff
一脉相承	fwfv
德才兼备	raue
风云变幻	qspv
欢聚一堂	bafn
紧锣密鼓	ntoh
三位一体	fefe
一目了然	fmvw
丰功伟绩	dfev
鸦片战争	htmy
五彩缤纷	fevv
座无虚席	ufmu
拉丁美洲	aaui
栩栩如生	ffcw
一无所知	ffiq
七嘴八舌	altr
斩钉截铁	htdt
一本正经	fffv
纵横交错	vfot
与日俱增	sjeh
一应俱全	fuet
徇私舞弊	rrqu
一清二楚	fisf
参差不齐	vudp
铤而走险	tsdc
非同寻常	lkxn
千辛万苦	wofs
若有所思	ssij
雄心勃勃	sydd
千姿百态	wsdg
一氧化碳	fqed
千载难逢	wdbe
鬼鬼祟祟	wwxx
星罗棋布	jmfs
图文并茂	npus
打成一片	adft
一分为二	ftos
东张西望	avdu
彬彬有礼	ffsu
千头万绪	wsfv
千里迢迢	wkbb
有气无力	sqfx
大名鼎鼎	grmm
浴血奋战	iqgm
大相径庭	gfru
千真万确	wdfd
人才辈出	talx
风尘仆仆	qmee
悬而未决	mshs
三天两头	fffs
一朝一夕	fdfr
三令五申	ftfk
风风火火	qquu
你死我活	edqi
忠心耿耿	lyaa
坐立不安	tido
生气勃勃	wqdd
叹为观止	lobn
一干二净	fhss
不可告人	dawt
拍手称快	atry
煞有介事	ysta
举国上下	inka
浑然一体	iwfe
骇人听闻	xtlp
一鼓作气	fheq
一无所获	ffis
猝不及防	rdvc
感人肺腑	dtww
没头没脑	isiw
威风凛凛	dqss
大惊失色	gyqy
怨声载道	rhdu
深更半夜	ifuo
家破人亡	odtu
两袖清风	fpiq
三五成群	ffdx
雅俗共赏	hesn
稀里糊涂	rkpi
唉声叹气	lhlq
约定俗成	voed
百感交集	ddow
大公无私	gtfr
权宜之计	fopo
贪官污吏	toif
因人而异	ntsc
原原本本	ssff
好大喜功	cghf
一门心思	fpyj
不置可否	dmad
挖空心思	apyj
叫苦不迭	lsdq
放任自流	oeti
熟视无睹	oufm
忘恩负义	unyo
见多识广	krou
掷地有声	ahsh
良师益友	ouus
七上八下	akta
不义之财	dopk
人之常情	tpny
喜笑颜开	hqif
枝繁叶茂	fqls
肺腑之言	wwpu
循循善诱	rruo
走南闯北	ddpu
一纸空文	fvpp
人才济济	taii
相安无事	fofa
风云人物	qstw
五脏六腑	fwow
华而不实	esdo
春意盎然	gikw
唯利是图	lrjn
开诚布公	fost
转危为安	hyoo
不辞而别	drsl
谈情说爱	oyoe
哑口无言	llfu
矢志不渝	qhdi
死而后已	dseb
敷衍了事	frva
闻所未闻	pihp
扶老携幼	ahav
声泪俱下	hiea
通宵达旦	bogj
安营扎寨	osao
灵丹妙药	xwcs
铁面无私	tgfr
不三不四	dfdn
一年半载	fqud
振聋发聩	adxa
大惑不解	ggdy
青天白日	hfej
三长两短	ftfq
一反常态	feng
没精打采	ipae
深不可测	idai
凶多吉少	wrhm
语无伦次	ofes
大兴土木	gihf
愚公移山	ktrj
在天之灵	sfpx
文质彬彬	peff
穷凶极恶	pwfa
无计可施	foao
感情用事	dyta
毅然决然	iwsw
不甘寂寞	dsoo
炉火纯青	uuvh
席地而坐	uhst
自生自灭	twtf
墨守成规	nodg
顺水推舟	qkaq
风度翩翩	quii
拳打脚踢	uawn
活蹦乱跳	inrn
万事大吉	fagh
胆大妄为	wguo
岌岌可危	jjay
戒骄戒躁	gxgn
亲密无间	iofp
歪风邪气	dqhq
洋洋洒洒	iiii
人迹罕至	tpyh
依然如故	ewcd
济济一堂	iifn
开源节流	fisi
神采奕奕	uepp
笑逐颜开	qdif
身经百战	wvdm
一拍即合	faxy
遥相呼应	eflu
和盘托出	rqax
入情入理	ryrg
瞻前顾后	muse
出尔反尔	xyey
剑拔弩张	tacv
落落大方	ssgo
满目疮痍	impp
旗开得胜	ofrw
以理服人	xgwt
在所不惜	sidy
安分守己	otob
寸草不生	asdw
奋起直追	gddy
火冒三丈	ukfs
言外之意	urpi
匪夷所思	ggij
高不可攀	odaf
饥寒交迫	rooe
老实巴交	hoco
死不瞑目	ddmm
与人为善	stou
半死不活	uddi
费尽心机	vbyf
随机应变	cfup
无恶不作	fade
昏昏欲睡	tttm
一概而论	ffso
不欢而散	dbss
反复无常	eqfn
三教九流	fhyi
不出所料	dxip
步履维艰	nbvb
秋高气爽	roqg
兴师动众	iust
一刀两断	fbfp
口若悬河	lsmi
天长日久	ftjy
自作聪明	teaj
反唇相讥	esfo
感激涕零	diid
无所不包	fidw
三足鼎立	fnmi
一语道破	foud
克敌制胜	drww
休戚相关	edfu
阳奉阴违	cgca
颐指气使	gaqe
私心杂念	ryyt
任人唯亲	etli
似懂非懂	eyly
探头探脑	asaw
言听计从	ulot
毁于一旦	rffj
互通有无	sbsf
巧夺天工	fgff
宽宏大量	oogj
相形见绌	ffkv
就地取材	ohaf
逆来顺受	ufqe
债台高筑	evoq
勤学苦练	gisv
倾盆大雨	etgd
窗明几净	pjqs
一无是处	ffje
作威作福	edeu
饱经风霜	rvqd
独占鳌头	rmhs
伤天害理	efog
俗不可耐	edas
速战速决	fmfs
索然无味	dwfl
节外生枝	srwf
自讨苦吃	tosl
是非曲直	jlkd
乌合之众	eypt
荒无人烟	sftu
平分秋色	htry
点头哈腰	mslw
沆瀣一气	iifq
毛遂自荐	ruts
如临大敌	cngr
随声附和	chcr
风言风语	quqo
文房四宝	pino
大言不惭	gudy
挤眉弄眼	abgm
轻装上阵	hukc
仗义执言	eoau
不堪入目	dhrm
阴谋诡计	cooo
落荒而逃	sssq
酩酊大醉	gggg
难言之隐	bupc
其乐无穷	dtfp
喧宾夺主	logo
昂首阔步	jupn
重整旗鼓	qfoh
两败俱伤	fkee
泾渭分明	iitj
连篇累牍	hqjt
神魂颠倒	usde
凶神恶煞	wuay
大风大浪	gqgi
瞒天过海	mfai
心急火燎	yyuu
言之有理	upsg
越俎代庖	dteu
举棋不定	ifdo
细枝末节	vfhs
功德无量	frfj
五谷丰登	ftdb
飞禽走兽	vtdu
分庭抗礼	tuau
皇亲国戚	eind
丧权辱国	dfsn
体无完肤	efow
唯我独尊	lqru
付诸东流	eoai
举世无双	ihfb
玲珑剔透	ggjr
破涕为笑	dioq
日理万机	jgff
腰缠万贯	wvfb
温情脉脉	iyww
误人子弟	otvu
养尊处优	uuee
惨绝人寰	yvto
高深莫测	oisi
冷眼旁观	smob
忠贞不渝	lmdi
黯然神伤	nwue
呆头呆脑	lslw
孤军奋战	vygm
万人空巷	ftps
摇旗呐喊	aoll
鱼目混珠	qmig
真凭实据	deoa
自投罗网	tamk
罪有应得	msur
各取所需	eaid
冒名顶替	krag
贪生怕死	twyd
郁郁寡欢	ssob
凡夫俗子	qgev
刚愎自用	kytt
竭泽而渔	iisi
欺世盗名	dhsr
气壮山河	quji
心力交瘁	yxop
一泻千里	fiwk
以讹传讹	xoeo
善男信女	ujec
坐享其成	todd
魂不附体	sdce
流言蜚语	iulo
惹是生非	sjwl
心驰神往	yxur
根深叶茂	fils
厚此薄彼	snsr
矫枉过正	qfaf
卿卿我我	ttqq
自命不凡	tydq
感恩戴德	dndr
隔靴搔痒	cgap
冥思苦想	yjsf
拍案叫绝	aolv
泰然自若	gwts
稳操胜券	rawu
心腹之患	ywpl
胆大包天	wgwf
闻风丧胆	pqdw
雨过天晴	dafj
称兄道弟	rluu
捶胸顿足	awan
锐不可当	tdam
扫地出门	ahxp
痴心妄想	pyuf
挥洒自如	aitc
空头支票	psdd
披星戴月	ajdw
妄自尊大	utug
一掷千金	faww
各就各位	eoee
挥金如土	awch
举手之劳	itps
闲情逸致	pyyh
无隙可乘	fcar
后会有期	etsd
弄假成真	gedd
和风细雨	rqvd
弱肉强食	vkvy
逼上梁山	fkij
不自量力	dtjx
摧枯拉朽	afaf
阿谀奉承	cogv
一呼百应	fldu
翻江倒海	qiei
瓜熟蒂落	qoss
坚壁清野	nbik
手下留情	taty
为虎作伥	omee
言而无信	usfe
一笑置之	fqmp
朝朝暮暮	ddss
不拘小节	dams
进退维谷	svvt
怒火中烧	culu
养精蓄锐	upst
一步登天	fnbf
饮鸩止渴	ryni
百里挑一	dkaf
改弦易辙	bvjh
厚颜无耻	sifa
生杀予夺	wwcg
抓耳挠腮	aaaw
粗枝大叶	pfgl
东奔西走	agdd
以退为进	xvos
暗无天日	jffj
雕梁画栋	wiff
料事如神	pacu
声名狼藉	hrrs
挑拨离间	aapp
虚情假意	myei
藏污纳垢	sivh
狐朋狗友	rwrs
缓兵之计	vepo
将错就错	utot
四海为家	nioo
味同嚼蜡	lklk
先睹为快	wmoy
血雨腥风	qdwq
意气用事	iqta
助纣为虐	mvom
弹丸之地	vyph
颠倒是非	dejl
黄道吉日	suhj
伶牙俐齿	ehen
无的放矢	feoq
千秋万代	wrfe
丧家之犬	dops
天造地设	fwho
言之凿凿	upnn
自吹自擂	tlta
从一而终	tfsv
借刀杀人	ebwt
手不释卷	tdqu
舞文弄墨	qpgn
一了百了	fvdv
非亲非故	lild
穷山恶水	pjak
无可奉告	fagw
玉石俱焚	gdef
不白之冤	depy
万念俱灰	ftes
志得意满	hrii
积少成多	rmdr
曲高和寡	koro
无关痛痒	fupp
兴师问罪	iupm
一念之差	ftpu
不打自招	data
党同伐异	nkec
倒打一耙	eafd
叫苦连天	lshf
噤若寒蝉	lsok
七老八十	ahtd
三顾茅庐	fssu
伤风败俗	eqke
有始有终	scsv
欲擒故纵	tadv
长命百岁	tydj
花前月下	suwa
老骥伏枥	hxef
两肋插刀	fwab
披肝沥胆	awiw
群龙无首	xdfu
一决雌雄	fsns
砸锅卖铁	dtdt
平铺直叙	htdt
对答如流	bqci
繁文缛节	qpvs
莫逆之交	supo
罄竹难书	hqbv
鼠目寸光	rmam
挑肥拣瘦	awap
小恩小惠	mnmg
心怀鬼胎	yyww
沾亲带故	iisd
兵不血刃	edqb
金屋藏娇	wbsc
锦囊妙计	tdco
雷霆万钧	ddft
七窍生烟	apwu
天网恢恢	fkyy
嬉笑怒骂	cqcl
追悔莫及	yysv
心明眼亮	yjmo
人老珠黄	thgs
如临深渊	cnii
相敬如宾	fsco
一面之词	fgpo
莺歌燕舞	sasq
油头粉面	ispg
待价而沽	resi
夫唱妇随	glcc
肝肠寸断	wwap
功败垂成	fked
朝秦暮楚	dgsf
卓尔不群	mydx
草菅人命	ssty
赤膊上阵	hwkc
放荡不羁	osdm
心如刀割	ycbo
知足常乐	qnnt
欺软怕硬	dhyd
少不更事	mdfa
文武双全	pfbt
别有风味	lsql
虎背熊腰	muvw
解甲归田	ykuj
两小无猜	fmfr
咫尺天涯	bbfi
八面威风	tgdq
官官相护	oofa
锦衣玉食	togy
怜香惜玉	yryg
落叶归根	sluf
男盗女娼	jscc
叶公好龙	ltcd
福至心灵	uhyx
鹤发童颜	yxii
劫富济贫	hoit
酒囊饭袋	idre
视若无睹	usfm
防患未然	clhw
功德圆满	frni
缩头缩脑	vsvw
沧海一粟	iifd
功成身退	fdwv
海枯石烂	ifdu
自怨自艾	trts
暴殄天物	jdfw
恩将仇报	nuea
格杀勿论	fwwo
人困马乏	tnxq
耳提面命	aagy
神机妙算	ufcq
探囊取物	adaw
天怒人怨	fctr
枉费心机	fvyf
以貌取人	xyat
日上三竿	jkfq
徒劳无功	rsff
日薄西山	jsdj
五马分尸	fxtb
枕戈待旦	fgrj
飞来横祸	vffu
将功赎罪	ufkm
奴颜婢膝	cicw
奇珍异宝	ggco
手疾眼快	tpmy
行将就木	ruof
脑满肠肥	wiww
否极泰来	dfgf
血海深仇	qiie
钟灵毓秀	txqr
金玉良言	wgou
南柯一梦	dfff
日月如梭	jwcf
挑三拣四	afan
百步穿杨	dnpf
好为人师	cotu
鸡鸣狗盗	blrs
未卜先知	hmwq
闭门思过	ppja
望梅止渴	ufni
阴错阳差	ctcu
绣花枕头	vsfs
磨刀霍霍	pbdd
水火无情	kufy
贼喊捉贼	klak
笨鸟先飞	qywv
劳燕分飞	sstv
芒刺在背	sfsu
轻于鸿毛	hfir
白驹过隙	exac
瓮中捉鳖	tlau
无妄之灾	fupo
枯木逢春	ffeg
空口无凭	plfe
火中取栗	ulad
鹏程万里	wrfk
群魔乱舞	xprq
水中捞月	klaw
攻其不备	fdde
车载斗量	hdsj
甘之如饴	spcr
两面三刀	fgfb
偷天换日	efaj
梁上君子	ikxv
明珠暗投	jgja
勤勤恳恳	ggvv
甘心情愿	syys
东西南北	addu
工人阶级	ftcv
荣华富贵	seol
萎靡不振	spda
隐隐约约	ccvv
阴魂不散	csds
取之不尽	apdb
驷马难追	xxby
欢呼雀跃	blmn
有限公司	sctv
大江南北	gidu
大浪淘沙	giii
